Titel|Prijs|ReleaseDatum|AantalSpelers|Genre|PegiLeeftijd|PegiInhoud|Publisher|Ontwikkelaar|GesprokenTaal|GeschrevenTaal|Platform|LocalImgUrl|LocalBgImgUrl|HtmlDetailTekst
For Honor Gold Edition|59.98|14/2/2017|Singleplayer, Online Multiplayer Coöp, Online Multiplayer Competitief|Action, Adventure|18|Constante internetverbinding vereist, Geweld|Ubisoft|Ubisoft Montreal|Engels|Engels|xbox-one|xbox-one/For-Honor-Gold-Edition.jpg|xbox-one/For-Honor-Gold-Edition_background.jpg|<p></p><p><strong>For Honor Gold Edition</strong></p> <p>De Gold Edition bevat:<br> - For Honor game<br> - For Honor Season Pass<br> - Digitaal Deluxe Pack (afmaakeffect, 3 helmversieringen, boost package en exclusief embleem)</p> <p><strong>For Honor</strong></p> <p>Laat in For Honor, een nieuwe actiegame ontwikkeld door Ubisoft Montreal, een spoor van vernieling achter op het slagveld, waar je vecht voor roem en om te overleven. Duik in de woedende chaos als een Ridder, Viking of Samoerai, drie van de grootste krijgerlegendes. For Honor is een razendsnelle, meeslepende ervaring die vaardigheden mixt met een nooit eerder vertoond vechtsysteem.</p> <p><strong>Innovatief Art of Battle vechtsysteem</strong></p> <p>Maak gebruik van het gewicht van je wapen en voel de kracht en impact van elke slag. Art of Battle, het innovatieve vechtsysteem van de game, geeft je volledige controle over je krijgers. Deze hebben allen unieke vaardigheden en wapens, waarmee je alle soldaten, boogschutters en vijandige Helden die je in de weg staan op het intense, geloofwaardige strijdveld een kopje kleiner maakt.</p> <p><strong>Memorabele verhaallijn &amp; b</strong><strong>aanbrekende multiplayer</strong></p> <p>De memorabele verhaallijn is er een van krijgers, waarin je in de huid kruipt van helden van alle drie de facties. Je bestormt kastelen en forten, maakt het verschil in massale gevechten en confronteert dodelijke bazen in intense duels. Je hebt al je vaardigheden en slimmigheden nodig om ervoor te zorgen dat jouw volk overleeft en om de plannen van Apollyon, een meedogenloze, bloeddorstige krijgsheer, te dwarsbomen.</p> <p>For Honor biedt een boeiende campagne en spannende multiplayer. De volledige ervaring is samen met vrienden online te beleven of in je eentje tegen AI. De baanbrekende multiplayermodi testen je vaardigheden en laten je adrenaline stijgen tot ongekende hoogte. In het hart van de strijd zijn coördinatie en communicatie met je medekrijgers de sleutel tot succes en dus de overwinning. Help je bondgenoten, slacht de vijand af en verover het slagveld.</p> <p><strong>Kies je factie</strong></p> <p>Kies jouw favoriete krijger uit een aantal unieke helden, waaronder dodelijke Ridders, brute Vikings en ijskoude Samoerai. Om het gevecht naar hun hand te zetten en hun factie te laten overwinnen, beschikt elke held over zijn of haar eigen wapenset en vechtstijl. Toon je persoonlijkheid en pas ieder onderdeel van jouw krijger aan, waaronder je borst, schouders, helm en wapen, om je vijanden angst in te boezemen.</p> <p>The Chosen - The Chosen heeft duizenden jaren overleefd in de woestijnen in het zuiden. Hun reis had ze eeuwen geleden al fataal moeten worden, maar dankzij de vaardigheden en focus van hun grote helden hebben ze het gered. Deze helden moeten zien te overwinnen om een nieuw thuis te vinden.</p> <p>The Warborn - De angstaanjagende krijgers van The Warborn varen over de Kokende Zee om de kusten van het zuiden te veroveren. Ze staan bekend om hun vuur en hun passie. Deze helden zijn de ultieme krijgers. Ze staan altijd in de voorhoede en zullen hun vijanden uit hun thuisland verdrijven.</p> <p>The Legions - The Legions hebben indringers verdreven en iedere locatie die zich niet bij hun aansloot veroverd. Ze verdedigen hun eigendommen koste wat kost. Deze helden worden van twee kanten bedreigd en willen hun thuis beschermen tegen de heidenen.</p> <div> &nbsp;</div><p></p>
Naruto Shippuden - Ultimate Ninja Storm 4 - Road to Boruto|29.98|3/2/2017|Singleplayer, Lokale Multiplayer Competitief, Online Multiplayer Competitief|Fighting, Action|12|Geweld, Grof taalgebruik|Bandai Namco Entertainment|CyberConnect2|null|Engels|xbox-one|xbox-one/Naruto-Shippuden-Ultimate-Ninja-Storm-4-Road-to-Boruto.jpg|xbox-one/Naruto-Shippuden-Ultimate-Ninja-Storm-4-Road-to-Boruto_background.jpg|<p></p><h2>Naruto Shippuden - Ultimate Ninja Storm 4 - Road to Boruto</h2> <p>De Road to Boruto Editie bevat:</p> <ul>  <li>Naruto Shippuden - Ultimate Ninja Storm 4 game</li>  <li>Alle Season Pass inhoud</li>  <li>Road to Boruto uitbreiding:   <ul>    <li>Nieuwe verhaallijn over de avonturen van Narutos zoon, Boruto in 'Boruto - Naruto The Movie'</li>    <li>Nieuwe speelbare personages voor de Free Battle Mode</li>    <li>Nieuwe vechtstijlen voor Naruto en Sasuke in hun Hokage Naruto en volwassen Sasuke kostuums</li>   </ul> </li> </ul> <h2>Naruto Shippuden - Ultimate Ninja Storm 4</h2> <p>De eerste Ultimate Ninja Storm-titel voor de nieuwe generatie consoles!</p> <p>Het lot van Hidden Leaf Village en de rest van de wereld ligt opnieuw in handen van Naruto en diens vrienden in het spannende einde van de Naruto Shippuden-verhaallijn. CyberConnect2 neemt eens te meer de ontwikkeling op zich en weet er dankzij de kracht van de nieuwe generatie consoles en pc-hardware voor te zorgen dat de graphics in Naruto Shippuden -&nbsp;Ultimate Ninja Storm 4 die van de anime overtreffen en combineert dat met bliksemsnelle gameplay. De gekende een-tegen-een multiplayer modi keren terug voor zowel offline als online gameplezier. Daag spelers van over de hele wereld uit of neem het tegen iemand naast jou op de bank op in een potje knokken en kom te weten wie de beste ninja is!</p> <p>Naruto Shippuden - Ultimate Ninja Storm 4, ontwikkeld door het Japanse CyberConnect2, is het meest kwalitatieve Naruto-product tot heden, zowel op vlak van gameplay als graphics. Ervaar de 'Fourth Great Shinobi War' als nooit tevoren dankzij de gigantische gevechten die spelers de kans geven in de huid te kruipen van hun favoriete personages uit het Naruto Shippuden-universum. Herbeleef de epische momenten uit de laatste segmenten van de Naruto Shippuden-verhaallijn dankzij de vele gevechten die plaatsvinden in de Shinobi-wereld, inclusief de ultieme confrontatie tussen Naruto Uzumaki en Sasuke Uchiha. Spelers krijgen ook te zien wat er gebeurt na de avonturen uit de anime dankzij de Adventure Mode waarin ze door Hidden Leaf Village wandelen en opdrachten van NPC's kunnen ontvangen.</p> <p>Een-tegen-een multiplayer modi, het handelsmerk van de serie,&nbsp;zijn zowel online als offline terug aanwezig. Daag spelers van over de hele wereld uit in single match gevechten om te belissen wie er de ultieme ninja is. Met een gemakkelijk aan te leren besturing kan iedereen zijn mannetje staan op het strijdveld. Het nieuwe 'Leader Change System' stelt spelers in staat hun hoofdpersonage te laten bijstaan door twee 'assist' karakters die strategisch heel wat voordelen weten te bieden. Online is er ook heel wat mogelijk: ga het gevecht aan in quick matches, doe mee aan toernooien en neem deel aan liga s samen met vrienden.</p> <ul>  <li>Story mode, Online gevechten, tournamenten en meer!</li>  <li>Meer dan 100 speelbare ninja's</li>  <li>Beleef het unltieme gevecht - Naruto en Sasuke nemen het tegen elkaar op!</li>  <li>Prachtige graphics die de anime perfect weergeven</li>  <li>Epische en intense baasgevechten</li> </ul><p></p>
Naruto Shippuden - Ultimate Ninja Storm 4 - Road to Boruto|29.98|3/2/2017|Singleplayer, Lokale Multiplayer Competitief, Online Multiplayer Competitief|Fighting, Action|12|Geweld, Grof taalgebruik|Bandai Namco Entertainment|CyberConnect2|null|Engels|playstation-4|playstation-4/Naruto-Shippuden-Ultimate-Ninja-Storm-4-Road-to-Boruto.jpg|playstation-4/Naruto-Shippuden-Ultimate-Ninja-Storm-4-Road-to-Boruto_background.jpg|<p></p><h2>Naruto Shippuden - Ultimate Ninja Storm 4 - Road to Boruto</h2> <p>De Road to Boruto Editie bevat:</p> <ul>  <li>Naruto Shippuden - Ultimate Ninja Storm 4 game</li>  <li>Alle Season Pass inhoud</li>  <li>Road to Boruto uitbreiding:   <ul>    <li>Nieuwe verhaallijn over de avonturen van Narutos zoon, Boruto in 'Boruto - Naruto The Movie' </li>    <li>Nieuwe speelbare personages voor de Free Battle Mode</li>    <li>Nieuwe vechtstijlen voor Naruto en Sasuke in hun Hokage Naruto en volwassen Sasuke kostuums</li>   </ul> </li> </ul> <h2>Naruto Shippuden - Ultimate Ninja Storm 4</h2> <p>De eerste Ultimate Ninja Storm-titel voor de nieuwe generatie consoles!</p> <p>Het lot van Hidden Leaf Village en de rest van de wereld ligt opnieuw in handen van Naruto en diens vrienden in het spannende einde van de Naruto Shippuden-verhaallijn. CyberConnect2 neemt eens te meer de ontwikkeling op zich en weet er dankzij de kracht van de nieuwe generatie consoles en pc-hardware voor te zorgen dat de graphics in Naruto Shippuden -&nbsp;Ultimate Ninja Storm 4 die van de anime overtreffen en combineert dat met bliksemsnelle gameplay. De gekende een-tegen-een multiplayer modi keren terug voor zowel offline als online gameplezier. Daag spelers van over de hele wereld uit of neem het tegen iemand naast jou op de bank op in een potje knokken en kom te weten wie de beste ninja is!</p> <p>Naruto Shippuden - Ultimate Ninja Storm 4, ontwikkeld door het Japanse CyberConnect2, is het meest kwalitatieve Naruto-product tot heden, zowel op vlak van gameplay als graphics. Ervaar de 'Fourth Great Shinobi War' als nooit tevoren dankzij de gigantische gevechten die spelers de kans geven in de huid te kruipen van hun favoriete personages uit het Naruto Shippuden-universum. Herbeleef de epische momenten uit de laatste segmenten van de Naruto Shippuden-verhaallijn dankzij de vele gevechten die plaatsvinden in de Shinobi-wereld, inclusief de ultieme confrontatie tussen Naruto Uzumaki en Sasuke Uchiha. Spelers krijgen ook te zien wat er gebeurt na de avonturen uit de anime dankzij de Adventure Mode waarin ze door Hidden Leaf Village wandelen en opdrachten van NPC's kunnen ontvangen.</p> <p>Een-tegen-een multiplayer modi, het handelsmerk van de serie,&nbsp;zijn zowel online als offline terug aanwezig. Daag spelers van over de hele wereld uit in single match gevechten om te belissen wie er de ultieme ninja is. Met een gemakkelijk aan te leren besturing kan iedereen zijn mannetje staan op het strijdveld. Het nieuwe 'Leader Change System' stelt spelers in staat hun hoofdpersonage te laten bijstaan door twee 'assist' karakters die strategisch heel wat voordelen weten te bieden. Online is er ook heel wat mogelijk: ga het gevecht aan in quick matches, doe mee aan toernooien en neem deel aan liga s samen met vrienden.</p> <ul>  <li>Story mode, Online gevechten, tournamenten en meer!</li>  <li>Meer dan 100 speelbare ninja's</li>  <li>Beleef het unltieme gevecht - Naruto en Sasuke nemen het tegen elkaar op!</li>  <li>Prachtige graphics die de anime perfect weergeven</li>  <li>Epische en intense baasgevechten</li> </ul><p></p>
Poochy & Yoshi's Woolly World|39.98|3/2/2017|Singleplayer|Platform|3|null|Nintendo|Good-Feel|null|Engels, Nederlands|nintendo-3ds|nintendo-3ds/Packshots.jpg|nintendo-3ds/Packshots_background.jpg|<p></p><h2>Poochy &amp; Yoshi’s Woolly World</h2> <p>Poochy &amp; Yoshi’s Woolly World is een platformgame die zich afspeelt in een wereld van wol.</p> <p>De game bevat naast alle levels die je ook vindt in de Wii U-versie van Yoshi's Woolly World een paar nieuwe functies en er zijn nieuwe levels, speciaal voor Poochy. Zorg dat Poochy op het juiste moment springt om kralen te verzamelen, terwijl je de levels verkent. Je kunt ook voor het eerst kennismaken met de Poochy Pups. Deze behulpzame, kleine viervoeters springen op bepaalde plekken, zodat je weet waar je geheimen en schatten kunt vinden.</p> <p>Er wordt ook een wollen amiibo-figuurtje van Poochy uitgebracht. Je kunt de Poochy-amiibo (apart verkrijgbaar) gebruiken om deze aaibare pup te hulp te roepen wanneer je wilt!</p> <ul>  <li>Ontdek een wonderlijke wereld van wol, verzamel talloze bonussen en red de Yoshi's</li>  <li>Verken een wereld van textiel en gebruik Yoshi's typische krachten om knopen te ontwarren en allerlei geheimen te ontrafelen!</li>  <li>Speel nieuwe levels, speciaal ontworpen voor Poochy</li>  <li>Ontwerp je eigen patronen voor Yoshi om in de game te gebruiken! Hoe ziet jouw Yoshi eruit?</li>  <li>In Poochy &amp; Yoshi's Woolly World vind je dertig stop-motion korte animatiefilms, waarin het dagelijks leven van Yoshi en Poochy te zien is</li> </ul><p></p>
Poochy & Yoshis Woolly World + Amiibo Poochy|49.98|3/2/2017|Singleplayer|Platform|3|null|Nintendo|Good-Feel|null|Engels, Nederlands|nintendo-3ds|nintendo-3ds/Packshots.jpg|nintendo-3ds/Packshots_background.jpg|<p></p><h2>Poochy &amp; Yoshi’s Woolly World</h2> Poochy &amp; Yoshi’s Woolly World is een platformgame die zich afspeelt in een wereld van wol.<br> <br> De game bevat naast alle levels die je ook vindt in de Wii U-versie van Yoshi's Woolly World een paar nieuwe functies en er zijn nieuwe levels, speciaal voor Poochy. Zorg dat Poochy op het juiste moment springt om kralen te verzamelen, terwijl je de levels verkent. Je kunt ook voor het eerst kennismaken met de Poochy Pups. Deze behulpzame, kleine viervoeters springen op bepaalde plekken, zodat je weet waar je geheimen en schatten kunt vinden.<br> <br> In deze pluizige bundel vindt je de game, samen met de aaibare Poochy-amiibo. Je kunt de Poochy-amiibo gebruiken om deze aaibare pup te hulp te roepen wanneer je wilt!<br> <ul>  <li>Ontdek een wonderlijke wereld van wol, verzamel talloze bonussen en red de Yoshi's</li>  <li>Verken een wereld van textiel en gebruik Yoshi's typische krachten om knopen te ontwarren en allerlei geheimen te ontrafelen!</li>  <li>Speel nieuwe levels, speciaal ontworpen voor Poochy</li>  <li>Ontwerp je eigen patronen voor Yoshi om in de game te gebruiken! Hoe ziet jouw Yoshi eruit?</li>  <li>In Poochy &amp; Yoshi's Woolly World vind je dertig stop-motion korte animatiefilms, waarin het dagelijks leven van Yoshi en Poochy te zien is</li>  <li>In deze pluizige bundel vindt je de game, samen met de aaibare Poochy-amiibo</li> </ul><p></p>
The Last Guardian|39.98|2/2/2017|Singleplayer|Adventure, Action|12|Geweld|Sony|genDESIGN|null|Engels|playstation-4|playstation-4/Last-Guardian.jpg|playstation-4/Last-Guardian_background.jpg|<p></p><h2>The Last Guardian&nbsp;</h2> <p>Een onbreekbare band. Ga mee op reis en geniet van dit ontroerende verhaal over vriendschap en vertrouwen.<br> <br> Wanneer een jongen het kolossale, mysterieuze wezen Trico ontmoet, ontstaat er een onbreekbare band die hen helpt te overleven tussen de ruïnen en alle gevaren in de wereld om hen heen. Door samen te werken en te communiceren, durven ze alle uitdagingen aan en ontrafelen ze de geheimen van hun prachtige fantasiewereld. Ga mee op deze ontroerende reis vol emotie.<br> <br> The Last Guardian is het nieuwste project van Team ICO. Sony's wonderteam kwam voor het eerst in het daglicht met twee hoogstoriginele games voor de PlayStation 2. Ico en Shadow of the Colossus, twee ijzersterke games waarbij Fumito Ueda, de bedenker en uitvoerder, de nadruk legde op het creëren van een emotionele band tussen de speler en een spelpersonage.</p> <h3>Fundamenten</h3> <p>In Ico, verschenen in 2001, kroop je in de huid van een jongen met horens die wakker wordt in een kerker. Boven hem hangt een meisje dat schreeuwt om hulp. Dapper en moedig kruip je naar de top en verlos je het meisje. De gameplay van Ico bestond uit de interactie van de speler, het jongetje, met het meisje. Het meisje is zwak en haar lot berust op jouw schouders. Alle obstakels in de game moest je samen overbruggen waardoor de band tussen het jongen en het meisjes cruciaal is. Vier jaar later verbaasde Fumito Ueda de hele gaming wereld met Shadow of the Colossus, een game waarbij je als Wander het leven moet redden van een meisje door kolossale monsters te slachten. De game bevatte een 15-tal kolossen die je moest beklimmen om hun zwakke plek te vinden. Gelukkig was er Agro, het trouwe paard dat telkens aan je zijde vechtte. The Last Guardian bouwt voort op deze fundamenten van vertrouwen, afhankelijkheid en vriendschap.&nbsp;</p> <h3>Trouwe Gigant</h3> <p>The Last Guardian is ontstaan uit de band van Agro en Wander. In de game speel je met een jongen dat Trico, een griffioen-achtig wezen ontmoet. Trico heeft de trieste ogen van hopeloze pup, de veren van een arend, de oren van een knaagdier en de bek van een vogel. Omdat het dier gewond en beschoten is met pijlen, besluit je het te helpen. Langzaamaan leert het dier je kennen en begint de band tussen de twee te groeien. Net als de vorige Team Ico games is de game een derde persoons actie avontuur met veel puzzelelementen. Je neemt de controle over de jongen en je krijgt de hulp van Trico. Je kan hem bekruipen om hoger op te geraken of gewoon een ritje nemen op de rug van het dier. Fumita Ueda wilt met Trico ook een instinctief dier creëren. Trico verliest zijn aandacht, het zit niet stil en het loopt altijd voorop. Je zal het dier dus moeten leren om te luisteren naar jou door het te voeden en te verzorgen. In het begin van de game zal Trico zich onrustig gedragen in je nabijheid maar naarmate de band groeit tussen de twee zal Trico trouw aan je zijde staan.</p> <h3>Technisch hoogstandje</h3> <p>De game is nog steeds een technisch hoogstandje. De technische moeilijkheden waar het ontwikkelaarsteam op stootte tijdens de ontwikkeling op PS3 zijn er voor een reden. De omvang van het spel en alle technische drempels bleken teveel voor Sony's PlayStation 3 dus heeft het team een moeilijke belissing moeten nemen om de game niet meer naar de vorige generatie console te brengen maar een nieuwe start te maken op de PlayStation 4.&nbsp;<br> <br> Het is de allereerste keer dat Team Ico gebruik maakt van physics in hun game. Tonnen met voedsel springen uit elkaar wanneer Trico het opvangt met zijn bek en de wind waait door zijn veren. Elk veertje wordt in real-time gegenereert door de kracht van de PS4. De wereld van The Last Guardian is gebaseerd op het 'Ico'-universum. Ico en Shadow of the Colossus zijn twee afzonderlijke games waarbij de wereld op elkaar gelijkt maar waar de hoofdpersonages geen banden hebben met elkaar. The Last Guardian behoudt de architectuur en mythologische vormgeving maar voegt extra omgevingsobjecten toe zoals waaiende bomen, dansend gras en extra detail dat de wereld er nog rijker laat uitzien.&nbsp;</p> <p>The Last Guardian is een veelbelovende titel. Team Ico staat garant voor kwaliteit en emotionele inhoud. Ben je een gamer die eens wat anders zoekt dan hersenloos geknal of digitale sporten dan is The Last Guardian een game dat je niet mag missen.</p> <div> &nbsp;</div><p></p>
Hitman - The Complete First Season Steelbook Edition|29.98|1/2/2017|Singleplayer|Stealth|18|Geweld, Grof taalgebruik|Square Enix|IO Interactive|Engels|Engels|pc|pc/Hitman-2016.jpg|pc/Hitman-2016_background.jpg|<p></p><p><strong>Hitman - The Complete First Season Steelbook Edition</strong><br> <br> Hitman - The Complete First Season Steelbook Edition bevat:<br> - limited Edition Steelboek-hoes<br> - De proloog en alle zes episodes (exclusief tijdelijke contracten en evenementen die al zijn afgelopen)<br> - 3 bonusmissies uit de bonus Summer episode<br> - Originele soundtrack<br> - Requiem Blood Money Pack<br> - Documentaire: ‘The making of hitman’<br> - Aanvullende exclusieve doelwitten na de lancering (alle live content vereist een goede internetverbinding)<br> <br> <strong>Hitman</strong><br> <br> Welkom in de wereld van de huurmoordenaars. Jij bent Agent 47, de dodelijkste huurmoordenaar ter wereld… Met The Full Experience kun je alles van Hitman beleven. Je krijgt toegang tot alle locaties, alle live content, de Contracts Mode en aanvullende &nbsp;game updates. Als Agent 47 voer je moordopdrachten uit op belangrijke doelwitten op exotische locaties over de hele wereld.<br> <br> Hitman bouwt verder op de bewezen succesformule en de inmiddels klassieke delen Blood Money en Absolution, maar staat ook bol van de innovatie. Als speler ben je vrijer dan ooit om de opdracht een goede (maar voor het slachtoffer fatale) afloop te geven. De afzonderlijke levels zijn immens en worden bevolkt door honderden figuranten die je misschien wel voor jouw dodelijke karretje kunt spannen. Of je nu kiest voor schone handen en een sniper-geweer, niet bang bent voor het intiemere handwerk en gaat voor een welgemikte dolk of je wat 'subtieler' aan de slag gaat en de moord een ongeluk doet lijken; de mogelijkheden zijn haast oneindig. Agent 47 kan letterlijk álles in een omtoveren wapen hanteren en heeft meer vermommingen dan ooit tot zijn beschikking.</p><p></p>
Digimon World - Next Order|29.98|27/1/2017|Singleplayer|RPG|7|Geweld|Bandai Namco Entertainment|B.B. Studio|Engels, Japans|Engels|playstation-4|playstation-4/Packshots.jpg|playstation-4/Packshots_background.jpg|<p></p><h2>Digimon World - Next Order</h2> <p>De serie Digimon World maakt zijn grote comeback in het westen met Digimon World - Next Order!</p> <p>De digitale wereld heeft je nodig! Een golf van wanhoop is neergedaald over de digitale wereld en er zijn overal Machinedramons, die een spoor laten van vernietiging en chaos achterlaten ...<br> Verken deze fascinerende wereld om een nieuw digimysterie op te lossen. Werf trouwe Digimons en vorm een team met vrienden die je onderweg tegenkomt om een episch avontuur te beleven. De digitale wereld wacht op je ...</p> <ul>  <li>Voor de allereerste keer in de serie kun je de digitale wereld verkennen met twee Digimons-partners!</li>  <li>Kruip in de huid van een mannelijk of vrouwelijk personage</li>  <li>Voed je Digimons op, train ze, geef ze eten om een sterke band met je metgezellen te creëren</li>  <li>Train je Digimons zodat ze in hun eentje kunnen vechten</li>  <li>Vergroot je kans op overwinningen door de samenwerking en de synchronisatie tussen je partners te optimaliseren</li>  <li>Als je erin slaagt om een voldoende sterke band te krijgen met je Digimons, kun je ze via een ExE Evolutie laten fuseren tot een nieuw, nog machtiger monster!</li> </ul><p></p>
Tales of Berseria|39.98|27/1/2017|Singleplayer|RPG, Adventure|16|Geweld|Bandai Namco Entertainment|Bandai Namco Studios|Engels, Japans|Engels|playstation-4|playstation-4/Packshots.jpg|playstation-4/Packshots_background.jpg|<p></p><h2>Tales of Berseria</h2> <p>Beleef met Tales of Berseria een nieuw verhaal in de langlopende en succesvolle 'Tales of' reeks. Tales of Berseria introduceert nieuwe uitdagingen in de rijke geschiedenis van de reeks, terwijl deze trouw blijft aan de traditionele karakteristieken van een 'Tales of' game.</p> <p>Tales of Berseria is de eerste game in de reeks met een vrouwelijke personage als enigste protagonist, genaamd Velvet, die gedreven door haar sterke emoties het verhaal vooruitstuwt. Tijdens het spel zal je verscheidene personages ontmoeten en samen met hen spannende avonturen beleven, terwijl je de wereld verkent.</p> <p>In Tales of Berseria vertrek je op avontuur als Velvet, een jonge vrouw, wiens ooit zachte karakter nu is vervangen door laaiende woede en haat na een traumatische gebeurtenis drie jaar eerder, die haar linkerhand ook speciale krachten schonk. Als Velvet zal je tijdens het verhaal verschillende omgevingen ontdekken en nieuwe personages ontmoeten, waaronder een jongen, genaamd Laphicet. Waar Velvet de belichaming is van 'duisternis', is Laphicet deze van 'licht' en zal hij een waardevolle bondgenoot worden voor Velvet.</p> <h3>Volledig vernieuwd gevechtssysteem</h3> <p>Het gevechtssysteem werd niet achterwege gelaten en heeft enkele aanpassingen ondergaan om spelers de beste 'Tales of'-gameplaymechanieken voor te schotelen! Het Liberation-LMBS (Linear Motion Battle System) blijft evolueren dankzij een verhoogde flexibiliteit en vrijheid bij het uitoefenen van Artes Combos. Daarnaast wordt een nieuw systeem voor de SG (Soul Gauge) geïntroduceerd dat het 'stelen' van vijanden hun ziel mogelijk maakt.</p> <p>Een nieuwe feature doet ook zijn intrede: de Break Soul. Met deze actie is het mogelijk om per personage het normale aantal Artes in een combo te overstijgen. Een speciaal effect vindt plaats indien correct uitgevoerd. Ontdek Velvets Break Soul "Consuming Claw" dat haar in staat stelt vijanden hun capaciteiten op te eten met haar gemuteerde linkerhand en Magilou’s Break Soul "Spell Absorber" waarmee hij vijanden hun acties kan belemmeren en hun mana kan absorberen!</p> <ul>  <li>Speel als Velvet, de eerste vrouwelijke hoofdpersoon in de Tales of-serie, en met 5 andere charismatische personages</li>  <li>Ontdek een nieuw duister en volwassen verhaal in de Tales of-reeks</li>  <li>Vernieuwd gevechtsysteem met een flexibeler LMBS systeem en het nieuwe Break Soul mechanisme</li>  <li>Geniet van prachtig geanimeerde cut scenes door de beroemde anime-studio Ufotable</li>  <li>Bevat alles wat de Tales of-serie zo goed en uniek maakt: geanimeerde sketches tussen de karakters, een kooksysteem, originele minigames en optionele quests!</li>  <li>Personagedesigns door Mutsumi Inomata, Kosuke Fujishima, Minoru Iwamoto en Daigo Okumura</li> </ul><p></p>
Kingdom Hearts HD II.8 - Final Chapter Prologue|29.98|24/1/2017|Singleplayer|RPG, Action|12|Geweld|Square Enix|Square Enix|Engels|Engels|playstation-4|playstation-4/Packshots.jpg|playstation-4/Packshots_background.jpg|<p></p><h2>Kingdom Hearts HD II.8 - Final Chapter Prologue</h2> <p>Deze Remaster Collection bevat:</p> <ul>  <li>HD Remaster van Kingdom Hearts 3D - Dream Drop Distance</li>  <li>Kingdom Hearts X Back Cover (vertelt het verhaal van de Foretellers in HD cinematics)</li>  <li>Kingdom Hearts 0.2 Birth by Sleep - A Fragmentary Passage (nieuwe game die plaatsvindt na de gebeurtenissen van Birth by Sleep)</li> </ul> <h3>Kingdom Hearts - Dream Drop Distance HD</h3> <p>Kingdom Hearts - Dream Drop Distance HD is een volledig in HD geremasterde versie van Kingdom Hearts 3D - Dream Drop Distance. De hoofdrolspelers van de serie, Sora en Riku, leggen het Mark of Mastery-examen af ter voorbereiding op toekomstige bedreigingen. De kenmerkende actie van de KINGDOM HEARTS-serie is geëvolueerd, zodat spelers snellere gevechten kunnen voeren en de omgeving in een noodtempo kunnen verkennen.</p> <h3>Kingdom Hearts 0.2 Birth by Sleep - A Fragmentary Passage</h3> <p>Een volledig nieuwe speelbare episode die is gelinkt aan het verhaal van Kingdom Hearts III, en plaatsvindt na de verhaallijn van Kingdom Hearts Birth by Sleep. De episode wordt verteld vanuit het perspectief van Aqua.</p> <h3>Kingdom Hearts X Back Cover</h3> <p>Een nieuwe HD-film die het mysterieuze verhaal vertelt over de Foretellers, zodat de eerste stukken uit de geschiedenis van de serie met elkaar worden verbonden. Deze stukken zijn te zien in de mobiele titel Kingdom Hearts Unchained X.</p><p></p>
Kingdom Hearts HD II.8 - Final Chapter Prologue Limited Edition|29.98|24/1/2017|Singleplayer|RPG, Action|12|Geweld|Square Enix|Square Enix|Engels|Engels|playstation-4|playstation-4/Packshots.jpg|playstation-4/Packshots_background.jpg|<p></p><h2>Kingdom Hearts HD II.8 - Final Chapter Prologue Limited Edition</h2> <p>De Limited Edition bevat:</p> <ul>  <li>Kingdom Hearts HD II.8 Final Chapter Prologue game</li>  <li>Officiële Disney Collector's Pin van Kingdom Hearts II.8 Final Chapter Prologue</li> </ul> <h2>Kingdom Hearts HD II.8 - Final Chapter Prologue</h2> <p>Deze Remaster Collection bevat:</p> <ul>  <li>HD Remaster van Kingdom Hearts 3D - Dream Drop Distance</li>  <li>Kingdom Hearts X Back Cover (vertelt het verhaal van de Foretellers in HD cinematics)</li>  <li>Kingdom Hearts 0.2 Birth by Sleep - A Fragmentary Passage (nieuwe game die plaatsvindt na de gebeurtenissen van Birth by Sleep)</li> </ul> <h3>Kingdom Hearts - Dream Drop Distance HD</h3> <p>Kingdom Hearts - Dream Drop Distance HD is een volledig in HD geremasterde versie van Kingdom Hearts 3D - Dream Drop Distance. De hoofdrolspelers van de serie, Sora en Riku, leggen het Mark of Mastery-examen af ter voorbereiding op toekomstige bedreigingen. De kenmerkende actie van de KINGDOM HEARTS-serie is geëvolueerd, zodat spelers snellere gevechten kunnen voeren en de omgeving in een noodtempo kunnen verkennen.</p> <h3>Kingdom Hearts 0.2 Birth by Sleep - A Fragmentary Passage</h3> <p>Een volledig nieuwe speelbare episode die is gelinkt aan het verhaal van Kingdom Hearts III, en plaatsvindt na de verhaallijn van Kingdom Hearts Birth by Sleep. De episode wordt verteld vanuit het perspectief van Aqua.</p> <h3>Kingdom Hearts X Back Cover</h3> <p>Een nieuwe HD-film die het mysterieuze verhaal vertelt over de Foretellers, zodat de eerste stukken uit de geschiedenis van de serie met elkaar worden verbonden. Deze stukken zijn te zien in de binnenkort verwachte mobiele titel Kingdom Hearts X.</p><p></p>
